310218 VAR -
310223 VAR -
310245 VAR -
310259 VAR -
310275 VAR -
310278 VAR -
310284 VAR -
310285 VAR -
310287 VAR -
310291 VAR -
310297 VAR -
310300 VAR -
310304 VAR -
310307 VAR -
310315 VAR -
310319 VAR -
310336 VAR -
310345 VAR -
310346 VAR -
310357 VAR -
310358 VAR -
310361 VAR -
310362 VAR -
310364 VAR -
310365 VAR -
310367 VAR -
310370 VAR -
310373 VAR -
310377 VAR -
310384 VAR -
310385 VAR -
310386 VAR -
310391 VAR -
310393 VAR -
310397 VAR -
310398 VAR -
310399 VAR -
310400 VAR -
310401 VAR -
310405 VAR -
310406 VAR -
310415 VAR -
310418 VAR -
310419 VAR -
310421 VAR -
310422 VAR -
310423 VAR -
310424 VAR -
310433 VAR -
310441 VAR -
310446 VAR -
310450 VAR -
310453 VAR -
310455 VAR -
310456 VAR -
310459 VAR -
310469 VAR -
310474 VAR -
310478 VAR -
310481 VAR -
310485 VAR -
310493 VAR -
310501 VAR -
310507 VAR -
310516 VAR -
310519 VAR -
310522 VAR -
310524 VAR -
310535 VAR -
310542 VAR -
310543 VAR -
310545 VAR -
310560 VAR -
310568 VAR -
310570 VAR -
310580 VAR -
320001 VAR -
320002 VAR -
320005 VAR -
320007 VAR -
320019 VAR -
320029 VAR -
320033 VAR -
320064 VAR -
320079 VAR -
320083 VAR -
320085 VAR -
320086 VAR -
320094 VAR -
320103 VAR -
320113 VAR -
320117 VAR -
320119 VAR -
320121 VAR -
320142 VAR -
320152 VAR -
320183 VAR -
320205 VAR -
320212 VAR -
320218 VAR -
320219 VAR -
320267 - AGN
320303 VAR -
320342 VAR -
320343 VAR -
320346 VAR -
320380 VAR -
320382 VAR -
320392 VAR -
320394 VAR -
320447 VAR -
320449 VAR -
320461 VAR -
320473 VAR -
320480 VAR -
320486 VAR -
320498 VAR -
320499 VAR -
320500 VAR -
320505 VAR -
320509 VAR -
320511 VAR -
320514 VAR -
320531 VAR -
320533 VAR -
320542 VAR -
320543 VAR -
320544 VAR -
320545 VAR -
320574 VAR -
320577 VAR -
320585 VAR -
330002 VAR -
330003 VAR -
330004 VAR -
330010 VAR -
330012 VAR -
330032 VAR -
330059 VAR -
330065 VAR -
330094 VAR -
330142 VAR -
330153 - QSO
330198 VAR -
330204 VAR -
330206 VAR -
330208 VAR -
330211 VAR -
330218 VAR -
330219 VAR -
330221 VAR -
330233 VAR -
330234 VAR -
330235 VAR -
330238 VAR -
330253 VAR -
330267 VAR -
340004 VAR -
340006 VAR -
340008 VAR -
340009 VAR -
340016 VAR -
340019 VAR -
340021 VAR -
340023 VAR -
340037 VAR -
340038 VAR -
340041 VAR -
340052 VAR -
340053 VAR -
340054 VAR -
340060 VAR -
340063 VAR -
340066 VAR -
340067 VAR -
340083 VAR -
340086 VAR -
340093 VAR -
340106 VAR -
340107 VAR -
340109 VAR -
340110 VAR -
340111 VAR -
340117 VAR -
340118 VAR -
340135 VAR -
340136 VAR -
340145 VAR -
340157 VAR -
340160 VAR -
340172 VAR -
340173 VAR -
340180 VAR -
340181 VAR -
340186 VAR -
340201 VAR -
340220 VAR -
340225 VAR -
340230 VAR -
340234 VAR -
340235 VAR -
340248 VAR -
340281 VAR -
340293 VAR -
340296 VAR -
340305 VAR -
340312 VAR -
340332 VAR -
340345 VAR -
350008 VAR -
350017 VAR -
350029 VAR -
350032 VAR -
350079 VAR -
350085 VAR -
350088 VAR -
350134 VAR -
350150 VAR -
350173 VAR -
350186 VAR -
350189 VAR -
350210 VAR -
350218 VAR -
350227 VAR -
350231 VAR -
350236 VAR -
350241 VAR -
350256 VAR -
350265 VAR -
350294 VAR -
350296 - VAR
350322 VAR -
350334 VAR -
350348 VAR -
350357 VAR -
350370 VAR -
350379 VAR -
350384 VAR -
350392 VAR -
350405 VAR -
350409 VAR -
350422 VAR -
350431 VAR -
350433 VAR -
350461 VAR -
350464 VAR -
350477 VAR -
350488 VAR -
350495 VAR -
350506 VAR -
350522 VAR -
350536 VAR -
350549 VAR -
350550 VAR -
350553 VAR -
350568 VAR -
350569 VAR -
350597 VAR -
350599 VAR -
350602 VAR -
350612 VAR -
350616 VAR -
350627 VAR -
350651 VAR -
350656 VAR -
350665 VAR -
350674 VAR -
350685 VAR -
350690 VAR -
350694 VAR -
350703 VAR -
350712 VAR -
350748 VAR -
350750 VAR -
350768 VAR -
350779 VAR -
350797 VAR -
350799 VAR -
350806 VAR -
350809 VAR -
350811 VAR -
350826 VAR -
350849 VAR -
350852 VAR -
350864 VAR -
350880 VAR -
360005 VAR -
360021 VAR -
360022 VAR -
360042 VAR -
360045 VAR -
360066 VAR -
360079 VAR -
360085 VAR -
360099 VAR -
360149 VAR -
360161 VAR -
360176 VAR -
360196 VAR -
360202 VAR -
360211 VAR -
360228 VAR -
360229 VAR -
360238 VAR -
360241 VAR -
360250 VAR -
360275 VAR -
360286 VAR -
360287 VAR -
360288 VAR -
360293 VAR -
360294 VAR -
360295 VAR -
360299 VAR -
360303 VAR -
360309 VAR -
360316 VAR -
360317 VAR -
360327 VAR -
360330 VAR -
360332 VAR -
360361 VAR -
360366 VAR -
360393 VAR -
360430 VAR -
360436 VAR -
360437 VAR -
360450 VAR -
360459 VAR -
360464 VAR -
360509 VAR -
360519 VAR -
360521 VAR -
360523 VAR -
360524 VAR -
360545 VAR -
360546 VAR -
360554 VAR -
360569 VAR -
360575 VAR -
360581 VAR -
360584 VAR -
360585 VAR -
360619 VAR -
360625 VAR -
360629 VAR -
360640 VAR -
360713 VAR -
360719 VAR -
360724 VAR -
360737 VAR -
360757 VAR -
370010 VAR -
370015 VAR -
370020 VAR -
370024 VAR -
370028 VAR -
370037 VAR -
370039 VAR -
370051 VAR -
370060 VAR -
370071 VAR -
370079 VAR -
370080 VAR -
370083 VAR -
370092 VAR -
370095 VAR -
370099 VAR -
370105 VAR -
370108 VAR -
370109 VAR -
370134 VAR -
370138 VAR -
370151 VAR -
370158 VAR -
370175 VAR -
370188 VAR -
370190 VAR -
370194 VAR -
370199 VAR -
370207 VAR -
370209 VAR -
370214 VAR -
370232 VAR -
370242 VAR -
370265 VAR -
370269 VAR -
370283 VAR -
370293 VAR -
370294 VAR -
370303 VAR -
370314 VAR -
370347 VAR -
370366 VAR -
370377 VAR -
370384 VAR -
370404 VAR -
370406 VAR -
370408 VAR -
370425 VAR -
370426 VAR -
370427 VAR -
370429 VAR -
370451 VAR -
370462 VAR -
370466 VAR -
370471 VAR -
370510 VAR -
370541 VAR -
370552 VAR -
370596 VAR -
380004 VAR -
380011 VAR -
380016 VAR -
380017 VAR -
380027 VAR -
380033 VAR -
380041 VAR -
380051 VAR -
380053 VAR -
380065 VAR -
380069 VAR -
380071 VAR -
380072 VAR -
380078 VAR -
380088 VAR -
380094 VAR -
380097 VAR -
380099 VAR -
380102 VAR -
380110 VAR -
380113 VAR -
380124 VAR -
380125 VAR -
380142 VAR -
380143 VAR -
380146 VAR -
380159 VAR -
380160 VAR -
380172 VAR -
380174 VAR -
380191 VAR -
380195 VAR -
380212 VAR -
380214 VAR -
380219 VAR -
380225 VAR -
380236 VAR -
380237 VAR -
380239 VAR -
380243 VAR -
380246 VAR -
380256 VAR -
380258 VAR -
380271 VAR -
380283 VAR -
380284 VAR -
380288 VAR -
380292 VAR -
380296 VAR -
380310 VAR -
380315 VAR -
380316 VAR -
380317 VAR -
380349 VAR -
380351 VAR -
380361 VAR -
380366 VAR -
380372 VAR -
380377 VAR -
380394 VAR -
380395 VAR -
380401 VAR -
380404 VAR -
380417 VAR -
380422 VAR -
380423 VAR -
380428 VAR -
380429 VAR -
380440 VAR -
380446 VAR -
380478 VAR -
390017 VAR -
390022 VAR -
390030 VAR -
390049 VAR -
390058 VAR -
390073 VAR -
390074 VAR -
390088 VAR -
390097 VAR -
390105 VAR -
390106 VAR -
390109 VAR -
390110 VAR -
390112 VAR -
390115 VAR -
390125 VAR -
390129 VAR -
390130 VAR -
390132 VAR -
390133 VAR -
390146 VAR -
390152 VAR -
390156 VAR -
390161 VAR -
390172 VAR -
390175 VAR -
390177 VAR -
390180 VAR -
390186 VAR -
390192 VAR -
390209 VAR -
390212 VAR -
390218 VAR -
390220 VAR -
390253 VAR -
390261 VAR -
390265 VAR -
390270 VAR -
390287 VAR -
390288 VAR -
390291 VAR -
390304 VAR -
390316 VAR -
390324 VAR -
390326 VAR -
390327 VAR -
390333 VAR -
390335 VAR -
390342 VAR -
390362 VAR -
390370 VAR -
390372 VAR -
390374 VAR -
390379 VAR -
390385 VAR -
390388 VAR -
390396 VAR -
390397 VAR -
390451 VAR -
390455 VAR -
390462 VAR -
390465 VAR -
390520 VAR -
390546 VAR -
390549 VAR -
390551 VAR -
390552 VAR -
390566 VAR -
390572 VAR -
390577 VAR -
390579 VAR -
390606 VAR -
390608 VAR -
390658 VAR -
390670 VAR -
390676 VAR -
390682 VAR -
390721 VAR -
390745 VAR -
390749 VAR -
390751 VAR -
390754 VAR -
390755 VAR -
390756 VAR -
390759 VAR -
390762 VAR -
390764 VAR -
390768 VAR -
390774 VAR -
390781 VAR -
390783 VAR -
390784 VAR -
390785 VAR -
390788 VAR -
390789 VAR -
390800 VAR -
390806 VAR -
390810 VAR -
400021 VAR -
400024 VAR -
400041 VAR -
400068 VAR -
400078 VAR -
400096 VAR -
400098 VAR -
400117 VAR -
400130 VAR -
400153 VAR -
420002 VAR -
420007 VAR -
420009 VAR -
420013 VAR -
420016 VAR -
420028 VAR -
420033 VAR -
420068 VAR -
420075 VAR -
420092 VAR -
420093 VAR -
420097 VAR -
420118 VAR -
420120 VAR -
420139 VAR -
420141 VAR -
420142 VAR -
420150 VAR -
420155 VAR -
420241 VAR -
420251 VAR -
420301 VAR -
420308 VAR -
420323 VAR -
420330 VAR -
420332 VAR -
420334 VAR -
420347 VAR -
420358 VAR -
420392 VAR -
420409 VAR -
420410 VAR -
440028 - QSO
440036 VAR -
440049 VAR -
440051 VAR -
440054 VAR -
440057 VAR -
440060 VAR -
440062 VAR -
440078 VAR -
440081 VAR -
440110 VAR -
440119 VAR -
440131 VAR -
440145 VAR -
440212 VAR -
440228 VAR -
440230 VAR -
440231 VAR -
440243 VAR -
440297 VAR -
440298 VAR -
440305 VAR -
440314 VAR -
440335 VAR -
440355 VAR -
440404 VAR -
440426 VAR -
440428 VAR -
440437 VAR -
440452 VAR -
440453 VAR -
440457 VAR -
440468 VAR -
440472 VAR -
440473 VAR -
440477 VAR -
440496 VAR -
440503 VAR -
440505 VAR -
440528 VAR -
440534 VAR -
440538 VAR -
440560 VAR -
440636 VAR -
450007 VAR -
450023 VAR -
450029 VAR -
450061 VAR -
450078 VAR -
450111 VAR -
450124 VAR -
450125 VAR -
450127 VAR -
450129 VAR -
450147 VAR -
450148 VAR -
450165 VAR -
450168 VAR -
450178 VAR -
450183 VAR -
450206 VAR -
450207 VAR -
450213 VAR -
450249 VAR -
450252 VAR -
450262 VAR -
450288 VAR -
450294 VAR -
450347 VAR -
460023 VAR -
460053 VAR -
460070 VAR -
460072 VAR -
460083 VAR -
460093 VAR -
460097 VAR -
460099 VAR -
460104 - QSO
470009 VAR -
470019 VAR -
470044 VAR -
470055 VAR -
470086 VAR -
470091 VAR -
470098 VAR -
470112 VAR -
470115 VAR -
470139 VAR -
470184 VAR -
470205 VAR -
470223 VAR -
470225 VAR -
480021 VAR -
480033 VAR -
480044 VAR -
480048 VAR -
480056 VAR -
480067 VAR -
480074 VAR -
480092 VAR -
480095 VAR -
480101 VAR -
480109 VAR -
480111 VAR -
480152 VAR -
480153 VAR -
480185 - QSO
480263 VAR -
480276 VAR -
480377 VAR -
480379 VAR -
480465 VAR -
480497 VAR -
480502 VAR -
480504 VAR -
480506 VAR -
480512 VAR -
480587 VAR -
480625 VAR -
480647 VAR -
480712 VAR -
480719 VAR -
480725 VAR -
480759 VAR -
480809 VAR -
480820 VAR -
480822 VAR -
480825 VAR -
480830 VAR -
480831 VAR -
480837 VAR -
480869 VAR -
480879 VAR -
480889 VAR -
480890 VAR -
480900 VAR -
480909 VAR -
480919 VAR -
480923 VAR -
480942 VAR -
480955 VAR -
490002 VAR -
490003 VAR -
490004 VAR -
490013 VAR -
490018 VAR -
490021 VAR -
490033 VAR -
490040 VAR -
490048 VAR -
490049 VAR -
490054 VAR -
490055 VAR -
490067 VAR -
490068 VAR -
490088 VAR -
490093 VAR -
490099 VAR -
490102 VAR -
490108 VAR -
490114 VAR -
490138 VAR -
490154 VAR -
490164 VAR -
490168 VAR -
490232 VAR -
490233 VAR -
490251 VAR -
490267 VAR -
490286 VAR -
490296 VAR -
490298 VAR -
490300 VAR -
490325 VAR -
490326 VAR -
490362 VAR -
490424 VAR -
490441 VAR -
490444 VAR -
490476 VAR -
490491 VAR -
490536 VAR -
490547 VAR -
490553 VAR -
490559 VAR -
490574 VAR -
490580 VAR -
500027 VAR -
500042 VAR -
500046 VAR -
500051 VAR -
500062 VAR -
500079 VAR -
500112 VAR -
500118 VAR -
500119 VAR -
500124 VAR -
500125 VAR -
500143 VAR -
500156 VAR -
500158 VAR -
500159 VAR -
500160 VAR -
500167 VAR -
500175 VAR -
500177 VAR -
500204 VAR -
500209 VAR -
500216 VAR -
500218 VAR -
500220 VAR -
500241 VAR -
500270 VAR -
500311 VAR -
500313 VAR -
500317 VAR -
500330 VAR -
500342 VAR -
500343 VAR -
500359 VAR -
500381 VAR -
500407 VAR -
500415 VAR -
500461 VAR -
500489 SN QSO
500503 VAR -
500515 VAR -
510010 VAR -
510021 VAR -
510035 VAR -
510039 VAR -
510047 VAR -
510057 VAR -
510061 VAR -
510063 VAR -
510064 VAR -
510066 VAR -
510069 VAR -
510071 VAR -
510072 VAR -
510093 VAR -
510105 VAR -
510149 VAR -
510160 VAR -
510162 VAR -
510200 VAR -
510212 VAR -
510214 VAR -
510215 VAR -
510216 VAR -
510230 VAR -
510257 VAR -
510281 VAR -
510323 VAR -
510352 VAR -
510362 VAR -
510399 VAR -
510432 VAR -
510436 VAR -
510451 VAR -
510459 VAR -
510486 VAR -
510566 VAR -
510570 VAR -
510603 VAR -
510617 VAR -
510660 VAR -
510661 VAR -
520027 VAR -
520028 VAR -
520040 VAR -
520065 VAR -
520076 VAR -
520078 VAR -
520085 VAR -
520088 VAR -
520143 VAR -
520149 VAR -
520169 VAR -
520178 VAR -
520204 VAR -
520207 VAR -
520209 VAR -
520239 VAR -
530003 VAR -
530005 VAR -
530017 VAR -
530021 VAR -
530030 VAR -
530049 VAR -
530058 VAR -
530075 VAR -
530088 VAR -
530095 VAR -
530098 VAR -
530111 VAR -
530141 VAR -
530145 VAR -
530165 VAR -
530166 VAR -
530173 VAR -
530187 VAR -
530194 VAR -
530207 VAR -
530264 VAR -
530274 VAR -
530287 VAR -
530304 VAR -
530309 VAR -
530316 VAR -
530319 VAR -
530321 VAR -
530342 VAR -
530355 VAR -
530359 VAR -
530372 VAR -
530375 VAR -
530380 VAR -
530401 VAR -
530405 VAR -
530418 VAR -
530421 VAR -
530422 VAR -
530427 VAR -
530434 VAR -
530435 VAR -
530445 VAR -
530468 VAR -
530469 VAR -
530482 VAR -
530490 VAR -
530567 VAR -
530568 VAR -
530569 VAR -
530581 VAR -
530599 VAR -
530611 VAR -
530624 VAR -
530627 VAR -
530671 VAR -
530705 VAR -
540059 VAR -
540094 VAR -
540153 VAR -
540185 VAR -
540200 VAR -
540208 VAR -
540219 VAR -
540220 VAR -
540231 VAR -
540245 VAR -
540248 VAR -
540293 VAR -
550016 VAR -
550035 VAR -
550083 VAR -
550111 VAR -
550123 VAR -
550147 VAR -
550215 VAR -
560009 VAR -
560010 VAR -
560011 VAR -
560012 VAR -
560015 VAR -
560020 VAR -
560040 VAR -
560046 VAR -
560049 VAR -
560066 VAR -
560073 VAR -
560118 VAR -
560130 VAR -
570002 VAR -
570003 VAR -
570032 VAR -
570042 VAR -
570046 VAR -
570073 VAR -
580026 VAR -
580030 VAR -
580038 VAR -
580042 VAR -
580043 VAR -
580051 VAR -
580055 VAR -
580082 VAR -
580117 VAR -
580125 VAR -
580133 VAR -
580137 VAR -
580155 VAR -
580164 VAR -
580165 VAR -
580185 VAR -
580186 VAR -
580204 VAR -
580214 VAR -
580215 VAR -
580217 VAR -
580291 VAR -
580292 VAR -
580332 VAR -
580336 VAR -
580341 VAR -
580344 VAR -
580345 VAR -
580346 VAR -
580351 VAR -
580356 VAR -
590020 VAR -
590029 VAR -
590034 VAR -
590035 VAR -
590037 VAR -
590043 VAR -
590108 VAR -
590110 VAR -
590124 VAR -
590127 VAR -
590152 VAR -
590184 VAR -
590185 VAR -
590189 VAR -
590192 VAR -
590198 VAR -
590205 VAR -
590228 VAR -
590233 VAR -
590235 VAR -
590256 VAR -
590265 VAR -
590267 VAR -
590270 VAR -
590271 VAR -
